CON(CCC(N)=O)C(=O)C(=O)C(C)(C)CN(C)C(=O)NCNC(=O)N1CCC(C)CC1,7.1,0.23664311792057965,0.7393620788991946,0.062112556406146185
Cc1cc(=O)n(-c2ccc(Nc3ccc(C)c(C(N)=O)c3)cc2)cn1,10.2,0.7673998615381111,0.8649305708277478,0.3385112761495795
CNC(=O)N1CCC[C@H](c2cc(C)c(C(=O)NCc3c(C)noc3C)c(Br)c2)C1,10.0,0.7221882515023349,0.7630748384467727,0.27554184167165074
CNC(=O)c1cc(C2CCN(CCC(=O)NC3CCCC3)CC2)ccc1C,8.0,0.8080970372588782,0.865327307381523,0.2797073733416845
O=c1[nH]c2ccc(C3=Cc4ccccc4OC=C3)cc2[nH]1,9.5,0.7161050648553666,0.8029629227917936,0.27312776255357923
CNC(=O)N1CCC[C@H](c2c(C)cc(C(=O)Nc3cccc(C)c3)cc2OC)C1,9.7,0.8193507107206192,0.8075857026443036,0.32092252092326906
CCNC(=O)[C@H]1CCCCN1C(=O)C[S@@+]([O-])CN1C(=O)CCCc2sccc21,8.5,0.7014825211352342,0.6676450965509128,0.19904508035964724
C[C@H](NC(=O)N1CCOCC1)c1ccc(N2C(=O)Cc3ccccc32)c(F)c1,10.5,0.8857784218750222,0.7992217264737926,0.371665013792198
O=C(COC1CCC(C2CCCCC2)CC1)NS(=O)(=O)C(=O)C1Cc2ccccc2C1,9.3,0.7458247676914311,0.7902002511218694,0.27404817720604563
Cc1cc(C(=O)c2ccc(O)ccc3ccc(O)ccc(CNC(=O)c4ccccc4Cl)ccc3o2)ccc1O,10.2,0.19834290049576542,0.7933420454819219,0.0802504188169252
CCNCCN(NC[C@H](C)NC(=O)n1cnc(C)cc1=O)S(=O)(=O)c1ccc(F)c(C(=O)NC(C)(C)C)c1,8.7,0.23711134115725233,0.6906050641753815,0.07123137744482752
c1ccc(Oc2ccc([C@H]3CN(N4CCOCC4)Cc4ccccc43)cc2)cc1,10.0,0.6503539537524619,0.7911418410992928,0.25726111216896347
Cc1ccc(Nc2cc(CNC(=O)c3ccccc3O)cc([N+](=O)[O-])c2)cc1C(N)=O,10.7,0.3401578250611652,0.8599713833604175,0.15650140752761577
COc1ccc(-c2ccc(N3CCN(C(=O)Nc4ccccn4)CC3=O)cc2)cc1,9.0,0.7230825969871153,0.8761249895837613,0.28507982973909096
CCC(=O)Nc1nc(OC(=O)CNC(=O)C(=O)N(CNC(=O)Oc2ccccc2)CC(C)(C)C)cs1,8.0,0.2584309606624173,0.7684318052422284,0.07943462785292187
Cc1noc(C)c1CNC(=O)c1cccc(C(O)=Nc2cc(Cl)ccc2[C@H](C)NC(=O)N2CCOCC2)c1Cl,10.4,0.26066392863236765,0.7278186817147078,0.09865235999204898
CC1=CS(=O)(=O)NC1=NC(=O)c1ccc(C)c(F)c1F,8.5,0.8565081536242979,0.7262816669852119,0.26437812208028943
