Cc1ccc(C[NH2+]Cc2ccc([C@@H]3S/C(=N/N=C/c4ccco4)NC3=O)cc2)s1,0.22142857142857142
COc1ccc(C[C@]2(C)CC(=O)NC(=O)[C@H]2COc2nc(C)nc3oc(C)c(C)c23)cc1,0.3779527559055118
CC[C@H](C)NC(=O)[C@]1(C)CCC(=O)N1CC1(C)CC[C@H](C[NH+](C)Cc2ccc(OC)cc2)C1=O,0.2517482517482518
CCc1ccc(OC[C@H](O)COc2ccc(CC(=O)Nc3sc4c(c3C(=O)OC)CC[C@H](C)C4)cc2)cc1,0.25161290322580643
CC[C@@H]1C(=O)NC(=O)C[C@@]1(C)Cc1ccc(C[C@@H]2CC(=O)N(Cc3nc(C)c(C)s3)C2=O)cc1,0.31386861313868614
CCCOc1ccc(N2C[C@H](c3ccc(C[C@@H]4S/C(=N\N=C\c5ccccc5)NC4=O)cc3)C(=O)NC2=O)cc1,0.2948717948717949
Cc1nc2sc3c(c2c(=O)n1C[C@H](O)c1ccc(C[C@]2(C)NC(=O)N(CC(C)C)C2=O)cc1)CCC3,0.2827586206896552
CC1(C)CC(=O)C2=C(C1)Nc1[nH]nc(O)c1[C@H]2c1ccc(OCC(=O)N2CCc3c(nc[nH]c3=O)C2)cc1,0.27631578947368424
CCOc1cc([C@H]2CC(=O)NC3=C2C(=O)C[C@@H](c2ccc(CC(C)C)cc2)C3)cc(Cl)c1O,0.2898550724637681
COc1ccc(C[C@]2(C)NC(=O)N(CC(=O)N(C[C@@H]3SC(=O)NC3=O)C3CC3)C2=O)cc1,0.3488372093023256
CCOc1ccc(C[C@@H]2S/C(=N\N=C[C@@H](O)Cn3c(C)nc4sc5c(c4c3=O)CCC5)NC2=O)cc1,0.3897058823529412
Cc1nc(OC[C@@H](O)Cn2c(C)nc3sc4c(c3c2=O)CCC4)c2c(C)c(C)oc2n1,0.21830985915492956
COc1ccc(COc2ccc(CN3C(=O)/C(=C4/C(=O)Nc5ccc(C)cc54)SC3=S)cc2)cc1,0.2653061224489796
Cc1nc(COc2ccc([C@H]3C4=C(CC(C)(C)CC4=O)Nc4[nH]nc(O)c43)cc2)c2c(C)c(C)oc2n1,0.3103448275862069
Cc1nc(OC[C@@H]2S/C(=N/N=C/c3ccco3)NC2=O)c2c(C)c(C)oc2n1,0.25757575757575757
CCOc1ccc(C[C@@H]2S/C(=N\N=CN=C3NC(=O)[C@@H](Cc4ccc(OC)cc4)S3)NC2=O)cc1,0.31690140845070425
COc1ccc(CC[C@]2(C)NC(=O)N(CC(=O)Nc3c(C)n[nH]c3O)C2=O)cc1,0.2868217054263566
Cc1c(C(=O)NCCC[C@@H]2S/C(=N/N=C/c3ccco3)NC2=O)oc2c1C(=O)CC(C)(C)C2,0.2517482517482518
Cc1c(CC(=O)NC[C@@H]2S/C(=N/N=C/c3ccco3)NC2=O)c(=O)oc2c(O)c(O)ccc12,0.2695035460992908
COc1ccc(C[C@H]2SC(=NCOc3nc(C)nc4oc(C)c(C)c34)NC2=O)cc1,0.425
COc1ccc(CC[C@@]2(C)NC(=O)N(Cc3nc(C(=O)N4CCc5c(nc[nH]c5=O)C4)cs3)C2=O)cc1,0.26490066225165565
Cc1c(C)c(C2CC2)c(C)c2c1O[C@](C)(C(=O)N1CCc3c(nc[nH]c3=O)C1)CC2,0.3
Cc1nc2sc3c(c2c(=O)n1CC[C@@H]1S/C(=N\N=C\c2ccccc2)NC1=O)CCC3,0.24822695035460993
Cc1c(CC(=O)NC[C@@H]2S/C(=N/N=C/c3ccco3)NC2=O)c(=O)oc2c(O)c(O)ccc12,0.2695035460992908
C[C@@]1([C@@H]2S/C(=N/N=C/c3ccco3)NC2=O)NC(=O)N(CC(=O)N(C[C@@H]2SC(=O)NC2=O)C2CC2)C1=O,0.22727272727272727
C[C@@]1(C[C@@H]2S/C(=N\N=C\c3ccccc3)NC2=O)NC(=O)N(CC(=O)N(C[C@@H]2SC(=O)NC2=O)C2CC2)C1=O,0.22641509433962265
CCc1ccc(OC[C@H](O)Cc2c(C)c3c(c(C)c2O)CC[C@@](C)(C(=O)N2CCc4c(nc[nH]c4=O)C2)O3)cc1,0.4142857142857143
CCOc1ccc(C[C@@H]2S/C(=N\N=CCn3c(C)nc4sc5c(c4c3=O)CCC5)NC2=O)cc1,0.3939393939393939
CCOc1ccc(C[C@@H]2S/C(=N\N=CCc3ccc(OC)cc3)NC2=O)cc1,0.3253968253968254
Cc1onc(C2CC2)c1COc1ccc(CN2CCOC(C)(C)C2)cc1,0.2698412698412698
Cc1nc(OCN=CCn2c(C)nc3sc4c(c3c2=O)CCC4)c2c(C)c(C)oc2n1,0.20833333333333334
CCOc1c(C)c(C)c2c(c1C)CC[C@@](C)(C(=O)N1CCc3c(nc[nH]c3=O)C1)O2,0.3203125
